file,class,conf,x1,y1,x2,y2
NO_OVERLOADING_0017.jpeg,0,0.7604203820228577,92,9,173,153
NO_OVERLOADING_0018.jpeg,0,0.8944782018661499,127,56,183,162
NO_OVERLOADING_0018.jpeg,0,0.8903244137763977,181,53,225,138
NO_OVERLOADING_0018.jpeg,3,0.8845243453979492,71,80,231,176
NO_OVERLOADING_0019.jpeg,3,0.9300383925437927,34,22,219,152
NO_OVERLOADING_0019.jpeg,0,0.8553701043128967,127,6,178,122
NO_OVERLOADING_0019.jpeg,0,0.8012277483940125,167,7,195,111
NO_OVERLOADING_0020.jpeg,3,0.9530322551727295,33,79,231,173
NO_OVERLOADING_0020.jpeg,0,0.9301052689552307,94,69,166,171
NO_OVERLOADING_0020.jpeg,0,0.9206691384315491,144,58,201,171
NO_OVERLOADING_0021.jpeg,3,0.8385029435157776,0,47,263,180
NO_OVERLOADING_0021.jpeg,0,0.7786113619804382,43,1,232,179
NO_OVERLOADING_0021.jpeg,0,0.2697121798992157,71,23,191,179
NO_OVERLOADING_0022.jpeg,3,0.9288760423660278,41,38,231,184
NO_OVERLOADING_0022.jpeg,0,0.8730050921440125,84,22,161,159
NO_OVERLOADING_0022.jpeg,0,0.8207026720046997,46,13,91,134
NO_OVERLOADING_0022.jpeg,0,0.3839550316333771,0,67,10,108
NO_OVERLOADING_0023.jpeg,0,0.809642493724823,100,88,128,136
NO_OVERLOADING_0023.jpeg,3,0.7546939849853516,100,104,136,144
NO_OVERLOADING_0023.jpeg,0,0.4954421818256378,114,91,133,135
NO_OVERLOADING_0024.jpeg,3,0.9275254607200623,11,67,164,261
NO_OVERLOADING_0024.jpeg,0,0.7854903340339661,25,57,63,203
NO_OVERLOADING_0024.jpeg,0,0.6620609164237976,39,53,89,211
NO_OVERLOADING_0025.jpeg,0,0.9244805574417114,93,15,160,155
NO_OVERLOADING_0025.jpeg,3,0.9194541573524475,30,69,214,171
NO_OVERLOADING_0025.jpeg,0,0.8764342665672302,152,14,193,145
NO_OVERLOADING_0026.jpeg,3,0.9313115477561951,3,46,234,180
NO_OVERLOADING_0026.jpeg,0,0.885096549987793,79,18,181,168
NO_OVERLOADING_0026.jpeg,0,0.8236581087112427,170,8,234,150
NO_OVERLOADING_0027.jpeg,3,0.9144667983055115,60,84,202,164
NO_OVERLOADING_0027.jpeg,0,0.8993121981620789,88,59,152,146
NO_OVERLOADING_0027.jpeg,0,0.8818219304084778,130,51,178,147
NO_OVERLOADING_0028.jpeg,0,0.8875510692596436,31,7,73,137
NO_OVERLOADING_0028.jpeg,3,0.8622729778289795,14,33,233,204
NO_OVERLOADING_0028.jpeg,0,0.7523947954177856,52,12,115,191
NO_OVERLOADING_0029.jpeg,3,0.9288713932037354,23,54,217,151
NO_OVERLOADING_0029.jpeg,0,0.8828951716423035,102,25,155,152
NO_OVERLOADING_0029.jpeg,0,0.8643794655799866,141,18,185,121
NO_OVERLOADING_0030.jpeg,3,0.913786768913269,31,79,242,191
NO_OVERLOADING_0030.jpeg,0,0.8598430156707764,89,26,168,176
NO_OVERLOADING_0030.jpeg,0,0.5138099789619446,35,6,107,145
NO_OVERLOADING_0031.jpeg,3,0.870046854019165,106,81,178,141
NO_OVERLOADING_0031.jpeg,3,0.7716497778892517,34,73,65,118
NO_OVERLOADING_0031.jpeg,0,0.7614192962646484,115,57,154,112
NO_OVERLOADING_0031.jpeg,0,0.500607967376709,123,62,181,114
NO_OVERLOADING_0031.jpeg,0,0.47533464431762695,35,54,74,102
NO_OVERLOADING_0032.jpeg,3,0.9183839559555054,89,52,219,155
NO_OVERLOADING_0032.jpeg,0,0.9006536602973938,115,42,159,137
NO_OVERLOADING_0032.jpeg,0,0.8550801277160645,139,43,187,140
NO_OVERLOADING_0032.jpeg,0,0.5275527834892273,214,66,247,83
NO_OVERLOADING_0033.jpeg,3,0.9178064465522766,40,67,228,174
NO_OVERLOADING_0033.jpeg,0,0.8919657468795776,60,14,109,135
NO_OVERLOADING_0033.jpeg,0,0.82745361328125,100,24,173,149
NO_OVERLOADING_0034.jpeg,3,0.9229501485824585,51,69,255,181
NO_OVERLOADING_0034.jpeg,0,0.8435207605361938,104,26,198,147
NO_OVERLOADING_0034.jpeg,0,0.7596907615661621,71,9,127,131
NO_OVERLOADING_0035.jpg,3,0.947996973991394,62,118,516,358
NO_OVERLOADING_0035.jpg,0,0.9272401332855225,208,60,404,313
NO_OVERLOADING_0035.jpg,0,0.915556013584137,334,48,458,282
NO_OVERLOADING_0036.jpeg,3,0.9031566977500916,89,30,212,165
NO_OVERLOADING_0036.jpeg,0,0.8721189498901367,121,7,199,140
NO_OVERLOADING_0036.jpeg,0,0.5170726180076599,179,14,213,118
NO_OVERLOADING_0037.jpeg,3,0.9512413144111633,35,64,225,202
NO_OVERLOADING_0037.jpeg,0,0.838996410369873,146,6,210,131
NO_OVERLOADING_0037.jpeg,0,0.45616570115089417,100,26,191,192
NO_OVERLOADING_0037.jpeg,0,0.27271923422813416,144,20,191,194
NO_OVERLOADING_0038.jpeg,0,0.9159945249557495,75,0,133,159
NO_OVERLOADING_0038.jpeg,0,0.8720571994781494,110,4,156,159
NO_OVERLOADING_0038.jpeg,3,0.8633731007575989,31,44,123,159
NO_OVERLOADING_0039.jpeg,3,0.9229351878166199,48,53,225,150
NO_OVERLOADING_0039.jpeg,0,0.8030721545219421,98,31,189,135
NO_OVERLOADING_0039.jpeg,0,0.7490352392196655,170,15,222,113
NO_OVERLOADING_0040.jpeg,3,0.9176425337791443,45,109,149,167
NO_OVERLOADING_0040.jpeg,0,0.7344832420349121,73,85,105,155
NO_OVERLOADING_0040.jpeg,0,0.7226564288139343,53,86,100,145
NO_OVERLOADING_0041.jpeg,3,0.8939592838287354,105,67,203,163
NO_OVERLOADING_0041.jpeg,0,0.8561019897460938,147,27,201,118
NO_OVERLOADING_0041.jpeg,0,0.7804233431816101,212,90,224,127
NO_OVERLOADING_0041.jpeg,0,0.7573861479759216,125,35,198,133
NO_OVERLOADING_0041.jpeg,0,0.7162004113197327,201,91,213,126
NO_OVERLOADING_0042.jpeg,3,0.9287861585617065,3,126,179,215
NO_OVERLOADING_0042.jpeg,0,0.8847320079803467,37,68,91,188
NO_OVERLOADING_0042.jpeg,0,0.7901477217674255,74,75,118,192
NO_OVERLOADING_0043.jpeg,0,0.852059006690979,68,39,127,152
NO_OVERLOADING_0043.jpeg,3,0.8137306571006775,83,85,142,160
NO_OVERLOADING_0043.jpeg,0,0.617131233215332,61,38,85,140
NO_OVERLOADING_0044.jpeg,3,0.9329882860183716,21,54,208,154
NO_OVERLOADING_0044.jpeg,0,0.9137848615646362,75,36,149,150
NO_OVERLOADING_0044.jpeg,0,0.9011048674583435,45,30,104,135
NO_OVERLOADING_0045.jpeg,3,0.925936222076416,86,56,255,144
NO_OVERLOADING_0045.jpeg,0,0.8745348453521729,125,32,188,130
NO_OVERLOADING_0045.jpeg,0,0.8312898874282837,110,32,144,122
NO_OVERLOADING_0046.jpeg,0,0.897812008857727,87,34,147,155
NO_OVERLOADING_0046.jpeg,0,0.8686217665672302,50,36,99,146
NO_OVERLOADING_0046.jpeg,3,0.8649844527244568,39,74,204,167
NO_OVERLOADING_0046.jpeg,0,0.8326866030693054,176,36,211,75
NO_OVERLOADING_0046.jpeg,0,0.7182907462120056,7,33,29,68
NO_OVERLOADING_0046.jpeg,0,0.6218293309211731,155,34,171,69
NO_OVERLOADING_0046.jpeg,0,0.4360452890396118,150,36,160,56
NO_OVERLOADING_0046.jpeg,3,0.4090368151664734,165,52,224,77
NO_OVERLOADING_0047.jpeg,0,0.9365278482437134,73,25,171,191
NO_OVERLOADING_0047.jpeg,0,0.8887318968772888,21,8,92,181
NO_OVERLOADING_0047.jpeg,3,0.8605661988258362,0,87,246,197
NO_OVERLOADING_0048.jpeg,0,0.8624241948127747,143,22,210,163
NO_OVERLOADING_0048.jpeg,0,0.8139305114746094,40,19,111,162
NO_OVERLOADING_0048.jpeg,3,0.7399455904960632,149,63,222,170
NO_OVERLOADING_0048.jpeg,3,0.7098738551139832,48,71,104,168
NO_OVERLOADING_0049.jpeg,3,0.8942153453826904,129,56,258,190
NO_OVERLOADING_0049.jpeg,0,0.7850641012191772,132,38,225,172
NO_OVERLOADING_0049.jpeg,0,0.6810781359672546,138,35,175,135
NO_OVERLOADING_0049.jpeg,3,0.5382283926010132,95,55,106,73
NO_OVERLOADING_0049.jpeg,0,0.3765143156051636,129,49,137,68
NO_OVERLOADING_0049.jpeg,3,0.3555443286895752,116,55,125,70
NO_OVERLOADING_0049.jpeg,3,0.34007522463798523,136,55,144,67
NO_OVERLOADING_0049.jpeg,3,0.3094187080860138,82,56,96,71
NO_OVERLOADING_0050.jpeg,0,0.8628418445587158,103,26,164,128
NO_OVERLOADING_0050.jpeg,0,0.8500643968582153,92,22,118,118
NO_OVERLOADING_0050.jpeg,3,0.783336877822876,80,55,167,155
NO_OVERLOADING_0051.jpeg,3,0.8850356936454773,101,89,201,137
NO_OVERLOADING_0051.jpeg,0,0.6888653039932251,133,61,170,132
NO_OVERLOADING_0051.jpeg,0,0.6369754672050476,147,63,183,128
NO_OVERLOADING_0052.jpeg,3,0.87543123960495,301,64,369,106
NO_OVERLOADING_0052.jpeg,3,0.8589330315589905,98,63,167,104
NO_OVERLOADING_0052.jpeg,0,0.6288682818412781,118,54,154,93
NO_OVERLOADING_0052.jpeg,0,0.4135814607143402,324,51,364,90
NO_OVERLOADING_0052.jpeg,0,0.25088196992874146,323,55,345,87
NO_OVERLOADING_0053.jpeg,3,0.9331142902374268,16,57,196,162
NO_OVERLOADING_0053.jpeg,0,0.8948987126350403,79,43,163,139
NO_OVERLOADING_0053.jpeg,0,0.805144727230072,45,36,116,141
NO_OVERLOADING_0054.jpeg,0,0.9256189465522766,35,16,128,144
NO_OVERLOADING_0054.jpeg,0,0.921711802482605,124,19,225,145
NO_OVERLOADING_0054.jpeg,3,0.8164215087890625,150,82,208,149
NO_OVERLOADING_0054.jpeg,3,0.683881938457489,45,78,102,150
NO_OVERLOADING_0055.jpeg,3,0.9125097393989563,97,60,209,138
NO_OVERLOADING_0055.jpeg,0,0.7947176694869995,131,37,165,120
NO_OVERLOADING_0055.jpeg,0,0.6016280651092529,112,27,139,111
NO_OVERLOADING_0056.jpeg,3,0.9351174831390381,40,45,257,175
NO_OVERLOADING_0056.jpeg,0,0.8507758975028992,124,7,210,133
NO_OVERLOADING_0056.jpeg,0,0.4098410904407501,198,1,243,124
NO_OVERLOADING_0056.jpeg,0,0.30081918835639954,176,1,243,125
NO_OVERLOADING_0057.jpeg,3,0.9221383929252625,16,74,127,170
NO_OVERLOADING_0057.jpeg,0,0.8790524005889893,29,44,69,113
NO_OVERLOADING_0057.jpeg,0,0.8128206133842468,39,46,90,131
NO_OVERLOADING_0058.jpeg,3,0.9157039523124695,57,92,203,174
NO_OVERLOADING_0058.jpeg,0,0.7781298160552979,99,60,142,158
NO_OVERLOADING_0058.jpeg,0,0.5575907826423645,69,61,129,152
NO_OVERLOADING_0058.jpeg,0,0.32006901502609253,69,61,111,151
NO_OVERLOADING_0059.jpeg,0,0.920097827911377,112,3,208,152
NO_OVERLOADING_0059.jpeg,0,0.8990991711616516,71,1,166,157
NO_OVERLOADING_0059.jpeg,3,0.8857256770133972,40,61,202,181
NO_OVERLOADING_0060.jpeg,3,0.9362790584564209,77,64,223,160
NO_OVERLOADING_0060.jpeg,0,0.8864927887916565,165,31,200,134
NO_OVERLOADING_0060.jpeg,0,0.8790149688720703,127,37,178,144
NO_OVERLOADING_0060.jpeg,0,0.757419764995575,61,20,97,113
NO_OVERLOADING_0061.jpeg,3,0.892693042755127,46,79,194,164
NO_OVERLOADING_0061.jpeg,0,0.7759554982185364,105,55,157,152
NO_OVERLOADING_0061.jpeg,0,0.7157981991767883,146,55,179,144
NO_OVERLOADING_0062.jpeg,3,0.9112210273742676,5,97,119,236
NO_OVERLOADING_0062.jpeg,0,0.910672128200531,21,61,115,196
NO_OVERLOADING_0062.jpeg,0,0.7716286182403564,74,48,135,171
NO_OVERLOADING_0063.jpeg,3,0.938771665096283,11,63,217,175
NO_OVERLOADING_0063.jpeg,0,0.8806408047676086,78,40,177,161
NO_OVERLOADING_0063.jpeg,0,0.8380494117736816,140,35,210,152
NO_OVERLOADING_0064.jpeg,3,0.9232621788978577,90,77,219,171
NO_OVERLOADING_0064.jpeg,0,0.8691364526748657,143,40,201,125
NO_OVERLOADING_0064.jpeg,0,0.8597360253334045,106,49,161,141
NO_OVERLOADING_0065.jpeg,3,0.9182782769203186,62,61,195,158
NO_OVERLOADING_0065.jpeg,0,0.761845588684082,84,28,112,125
NO_OVERLOADING_0065.jpeg,0,0.7184572815895081,99,36,146,126
NO_OVERLOADING_0066.jpeg,0,0.8681773543357849,150,47,201,116
NO_OVERLOADING_0066.jpeg,3,0.8566456437110901,54,80,114,165
NO_OVERLOADING_0066.jpeg,0,0.8230549097061157,60,40,115,122
NO_OVERLOADING_0066.jpeg,3,0.8091534376144409,147,80,207,156
NO_OVERLOADING_0067.jpeg,0,0.9021695852279663,125,23,248,165
NO_OVERLOADING_0067.jpeg,3,0.5893771052360535,3,79,139,165
NO_OVERLOADING_0067.jpeg,0,0.5775398015975952,99,41,146,161
NO_OVERLOADING_0067.jpeg,3,0.5519612431526184,133,35,289,166
NO_OVERLOADING_0067.jpeg,3,0.36534300446510315,3,37,289,165
NO_OVERLOADING_0067.jpeg,0,0.3029440939426422,99,41,146,107
NO_OVERLOADING_0068.jpeg,0,0.8718566298484802,105,16,168,175
NO_OVERLOADING_0068.jpeg,0,0.8514950275421143,157,7,200,129
NO_OVERLOADING_0068.jpeg,3,0.8215305209159851,35,60,205,182
NO_OVERLOADING_0069.jpeg,3,0.9374589920043945,48,72,208,194
NO_OVERLOADING_0069.jpeg,0,0.873926043510437,129,51,187,168
NO_OVERLOADING_0069.jpeg,0,0.8504166603088379,178,46,205,146
NO_OVERLOADING_0070.jpeg,0,0.887424886226654,79,48,118,126
NO_OVERLOADING_0070.jpeg,3,0.7965511679649353,73,88,135,154
NO_OVERLOADING_0070.jpeg,0,0.7155959606170654,98,54,133,137
NO_OVERLOADING_0071.jpeg,3,0.9248226881027222,1,35,243,173
NO_OVERLOADING_0071.jpeg,0,0.8726851344108582,77,9,157,156
NO_OVERLOADING_0071.jpeg,0,0.8642409443855286,238,1,261,108
NO_OVERLOADING_0071.jpeg,0,0.8553022742271423,42,1,97,134
NO_OVERLOADING_0071.jpeg,0,0.8454160094261169,223,0,244,58
NO_OVERLOADING_0071.jpeg,0,0.8035522103309631,150,0,174,41
NO_OVERLOADING_0071.jpeg,0,0.6989177465438843,191,0,210,51
NO_OVERLOADING_0071.jpeg,0,0.658717930316925,126,0,151,42
NO_OVERLOADING_0071.jpeg,0,0.6501708030700684,209,0,222,38
NO_OVERLOADING_0072.jpeg,3,0.9137952923774719,59,75,198,159
NO_OVERLOADING_0072.jpeg,0,0.8952810764312744,98,45,152,146
NO_OVERLOADING_0072.jpeg,0,0.8431418538093567,144,43,185,136
NO_OVERLOADING_0073.jpeg,3,0.8374903202056885,40,78,132,153
NO_OVERLOADING_0073.jpeg,3,0.7727363705635071,127,85,181,149
NO_OVERLOADING_0073.jpeg,0,0.582484781742096,140,64,186,126
NO_OVERLOADING_0073.jpeg,0,0.5803894400596619,127,65,180,127
NO_OVERLOADING_0073.jpeg,0,0.4290992021560669,61,55,125,128
NO_OVERLOADING_0074.jpeg,3,0.8375486135482788,51,129,90,192
NO_OVERLOADING_0074.jpeg,3,0.8327285647392273,107,134,147,194
NO_OVERLOADING_0074.jpeg,0,0.7922652959823608,52,107,109,175
NO_OVERLOADING_0074.jpeg,0,0.7866650819778442,107,106,143,179
NO_OVERLOADING_0075.jpeg,3,0.9283267259597778,56,38,241,169
NO_OVERLOADING_0075.jpeg,0,0.8471993803977966,132,19,190,144
NO_OVERLOADING_0075.jpeg,0,0.5915119051933289,182,17,219,126
NO_OVERLOADING_0076.jpeg,3,0.8806237578392029,78,41,252,140
NO_OVERLOADING_0076.jpeg,0,0.8796499967575073,92,36,149,135
NO_OVERLOADING_0076.jpeg,0,0.7977142930030823,121,31,178,138
NO_OVERLOADING_0077.jpeg,3,0.8473616242408752,112,78,153,143
NO_OVERLOADING_0077.jpeg,0,0.8307121992111206,105,52,147,122
NO_OVERLOADING_0077.jpeg,3,0.7976664304733276,33,81,71,160
NO_OVERLOADING_0077.jpeg,0,0.7976169586181641,23,53,68,130
NO_OVERLOADING_0078.jpeg,0,0.6066285967826843,122,93,177,168
NO_OVERLOADING_0078.jpeg,3,0.5987609028816223,25,140,118,252
NO_OVERLOADING_0078.jpeg,3,0.5369884967803955,115,114,176,200
NO_OVERLOADING_0078.jpeg,0,0.49043750762939453,42,116,116,200
NO_OVERLOADING_0079.jpeg,0,0.8436160087585449,113,35,142,112
NO_OVERLOADING_0079.jpeg,3,0.7978198528289795,134,92,195,169
NO_OVERLOADING_0079.jpeg,0,0.3170544505119324,120,30,171,147
NO_OVERLOADING_0080.jpeg,3,0.9271886944770813,24,95,213,209
NO_OVERLOADING_0080.jpeg,0,0.8409094214439392,67,50,143,184
NO_OVERLOADING_0080.jpeg,0,0.8287951946258545,42,39,87,166
NO_OVERLOADING_0081.jpeg,3,0.8917369842529297,36,53,123,177
NO_OVERLOADING_0081.jpeg,0,0.8872348070144653,136,31,183,155
NO_OVERLOADING_0081.jpeg,0,0.8712830543518066,32,43,75,174
NO_OVERLOADING_0081.jpeg,3,0.8508829474449158,131,61,220,182
NO_OVERLOADING_0082.jpeg,3,0.8938685655593872,63,108,156,216
NO_OVERLOADING_0082.jpeg,0,0.892296314239502,131,47,168,168
NO_OVERLOADING_0082.jpeg,0,0.7209233045578003,73,47,160,191
NO_OVERLOADING_0082.jpeg,0,0.32460659742355347,73,46,158,123
NO_OVERLOADING_0083.jpeg,0,0.906740665435791,127,1,192,146
NO_OVERLOADING_0083.jpeg,3,0.9040514230728149,103,46,214,163
NO_OVERLOADING_0083.jpeg,3,0.8954358696937561,20,57,106,156
NO_OVERLOADING_0083.jpeg,0,0.8335913419723511,43,13,96,128
NO_OVERLOADING_0083.jpeg,0,0.8204300999641418,173,9,208,128
NO_OVERLOADING_0083.jpeg,0,0.7653586864471436,86,25,111,121
NO_OVERLOADING_0084.jpeg,3,0.8686190843582153,130,88,203,133
NO_OVERLOADING_0084.jpeg,3,0.8681198954582214,59,89,125,131
NO_OVERLOADING_0084.jpeg,0,0.8177919983863831,159,77,184,130
NO_OVERLOADING_0084.jpeg,0,0.7942562699317932,85,77,111,131
NO_OVERLOADING_0085.jpeg,0,0.9291293621063232,42,19,117,143
NO_OVERLOADING_0085.jpeg,0,0.9027900695800781,82,24,143,142
NO_OVERLOADING_0085.jpeg,3,0.8952798247337341,24,69,167,162
NO_OVERLOADING_0086.jpeg,3,0.8458832502365112,127,85,168,120
NO_OVERLOADING_0086.jpeg,3,0.8032966256141663,206,83,255,135
NO_OVERLOADING_0086.jpeg,0,0.7092754244804382,216,62,250,119
NO_OVERLOADING_0086.jpeg,0,0.41358062624931335,138,71,158,111
NO_OVERLOADING_0086.jpeg,0,0.34037479758262634,138,71,157,99
NO_OVERLOADING_0087.jpeg,3,0.9499577879905701,27,41,234,185
NO_OVERLOADING_0087.jpeg,0,0.9088616967201233,36,6,103,148
NO_OVERLOADING_0087.jpeg,0,0.840835690498352,85,19,138,193
NO_OVERLOADING_0087.jpeg,3,0.6612387299537659,199,61,220,99
NO_OVERLOADING_0087.jpeg,0,0.6537007093429565,153,52,169,81
NO_OVERLOADING_0087.jpeg,3,0.585284948348999,0,76,39,122
NO_OVERLOADING_0087.jpeg,0,0.3322637379169464,166,57,177,80
NO_OVERLOADING_0088.jpeg,3,0.8870952725410461,62,85,204,178
NO_OVERLOADING_0088.jpeg,0,0.8780666589736938,97,55,141,187
NO_OVERLOADING_0088.jpeg,0,0.8519768118858337,79,53,105,183
NO_OVERLOADING_0089.jpeg,3,0.9165887236595154,101,101,180,222
